,STATEFIP,Caring For Household Members,Caring for NonHousehold Members,Pursuing Education,Eating & Drinking,Civic Obligations,Household Activities,Coordinating Household Labor,Personal Care,Talking on the Phone,Soliciting and Using Professional Services,Buying Items,Religious Activity,Socializing,Playing Sports,Traveling for Any Reason,Volunteering,Working
0,1,42.49372384937239,9.015540944411237,23.089061566049015,54.918111177525404,0.0,136.89121338912133,0.6246264196054991,581.1183502689779,10.231320980274955,12.638971906754334,27.72145845786013,30.37059175134489,190.69276748356245,7.109982068141064,91.86969515839809,16.444112372982666,193.30304841601912
1,2,40.89801699716714,12.832861189801699,6.118980169971671,58.94334277620396,0.0,124.3172804532578,0.0,537.1643059490085,18.441926345609065,9.39943342776204,38.79603399433428,3.8640226628895182,207.25779036827194,26.430594900849858,99.34844192634561,9.597733711048159,246.58923512747876
2,4,41.13210702341137,3.7112597547380157,20.204013377926422,64.32051282051282,0.0,140.12040133779263,0.0,581.4615384615385,8.731884057971014,1.8032329988851727,50.80490523968785,15.616499442586399,210.77090301003344,14.278149386845039,72.29933110367892,14.690635451505017,192.80546265328874
3,5,42.12133333333333,8.104,22.912,55.04666666666667,0.0,112.34,0.0,563.2013333333333,3.832,9.206666666666667,34.449333333333335,16.673333333333332,232.144,14.792,78.62266666666666,1.68,240.46133333333333
4,6,51.67679270924934,7.613078583419938,15.167639299704213,72.37445039571509,0.13134543128947157,133.03517467423455,0.9454792549364458,564.4414421616436,6.511951394995603,5.677672076105204,37.013270445279396,10.331921016867856,205.44296106803102,17.164281717163643,88.53017827164442,9.972419857702453,205.22831561275882
5,8,54.41509433962264,5.577136514983351,18.739733629300776,62.80355160932297,0.8551609322974473,135.23584905660377,0.9378468368479467,560.7336293007769,7.307436182019978,9.106548279689234,34.14261931187569,4.248612652608213,185.57769145394008,23.543285238623753,86.58379578246392,12.594894561598224,223.92175360710323
6,9,64.14837310195227,9.167462039045553,25.08720173535792,67.11323210412148,0.5206073752711496,137.9882863340564,1.2039045553145336,574.5409978308026,5.141431670281996,6.941865509761389,38.88893709327549,10.952711496746204,199.53796095444685,18.20824295010846,93.49718004338395,9.536225596529285,169.19175704989155
7,10,33.33608815426997,10.303030303030303,40.044077134986225,42.30027548209367,0.0,146.96418732782368,0.0,554.5316804407713,5.482093663911845,3.0991735537190084,31.303030303030305,8.236914600550964,227.56198347107437,6.1707988980716255,71.14049586776859,15.454545454545455,224.5013774104683
8,11,33.769633507853406,1.0994764397905759,39.47643979057592,108.1151832460733,0.0,89.58115183246073,0.0,541.7277486910995,5.026178010471204,0.0,13.706806282722512,18.130890052356023,153.7958115183246,10.837696335078535,93.02094240837697,11.518324607329843,307.6806282722513
9,12,34.74485399712781,8.124621030796234,23.19147917663954,69.44838040529758,0.14041806286899633,123.21796712940801,0.28961225466730495,573.6510292005744,8.825434817296951,6.112653582256263,38.642731769586725,13.739907451731291,212.058082016914,18.060475506621987,90.07244295516196,7.300941439285144,202.73958831977023
10,13,39.09844559585492,7.19300518134715,26.182966321243523,71.7315414507772,0.01133419689119171,122.375,1.253238341968912,579.6593264248704,9.182642487046632,9.583549222797927,34.229922279792746,16.09002590673575,201.69430051813472,13.459844559585493,93.83063471502591,4.270401554404145,200.87953367875647
