,STATEFIP,Caring For Household Members,Caring for NonHousehold Members,Pursuing Education,Eating & Drinking,Civic Obligations,Household Activities,Coordinating Household Labor,Personal Care,Talking on the Phone,Soliciting and Using Professional Services,Buying Items,Religious Activity,Socializing,Playing Sports,Traveling for Any Reason,Volunteering,Working
0,1,69.10714285714286,0.0,29.464285714285715,107.67857142857143,0.0,118.21428571428571,0.0,580.0,0.0,0.0,82.85714285714286,57.67857142857143,190.17857142857142,0.0,108.92857142857143,78.21428571428571,0.0
1,4,24.28205128205128,1.169871794871795,0.0,52.21153846153846,0.0,154.5176282051282,0.5128205128205128,591.9535256410256,2.4038461538461537,9.759615384615385,36.705128205128204,12.852564102564102,221.51923076923077,13.709935897435898,75.96794871794872,0.44871794871794873,231.8653846153846
2,6,31.90026595744681,4.272163120567376,15.620789007092199,65.22163120567376,0.6781914893617021,91.35372340425532,2.8922872340425534,575.4915780141844,4.23404255319149,3.900709219858156,34.761746453900706,9.440824468085106,235.10793439716312,22.30607269503546,93.9813829787234,5.401374113475177,235.8962765957447
3,8,17.23890063424947,8.883720930232558,0.0,62.0,0.0,105.16490486257928,0.0,563.6807610993658,4.947145877378436,6.5961945031712474,55.45877378435518,5.7716701902748415,194.15433403805497,25.54968287526427,100.9661733615222,0.0,278.5306553911205
4,9,172.7319587628866,0.0,0.0,77.3917525773196,0.0,87.21649484536083,0.0,459.07216494845363,0.0,0.0,0.9278350515463918,0.6701030927835051,207.4536082474227,15.051546391752577,44.63917525773196,0.0,365.5670103092784
5,11,0.0,5.0,0.0,120.0,0.0,315.0,0.0,510.0,0.0,0.0,120.0,0.0,150.0,0.0,160.0,60.0,0.0
6,12,62.935251798561154,17.242548818088387,10.082219938335045,74.39568345323741,0.0,98.29496402877697,0.1695786228160329,524.3072970195273,4.039054470709147,2.6639260020554985,28.78622816032888,9.126413155190134,225.90133607399795,20.8016443987667,104.464542651593,14.938335046248715,231.45426515930114
7,13,54.61206896551724,0.0,0.0,60.9051724137931,0.0,272.32758620689657,0.0,611.2931034482758,2.1982758620689653,0.0,13.75,9.568965517241379,217.75862068965517,51.03448275862069,146.55172413793105,0.0,0.0
8,15,55.15151515151515,0.0,0.0,63.18181818181818,0.0,5.757575757575758,0.0,529.8484848484849,0.0,0.0,11.515151515151516,0.0,72.12121212121212,34.54545454545455,104.54545454545455,0.0,563.3333333333334
9,16,2.3076923076923075,0.0,0.0,100.92307692307692,0.0,163.84615384615384,0.0,551.1538461538462,0.5384615384615384,0.0,41.53846153846154,0.0,254.30769230769232,216.15384615384616,95.38461538461539,0.0,0.0
10,17,23.734806629834253,2.167587476979742,0.0,72.31675874769797,0.0,99.99263351749539,0.19337016574585636,604.0902394106814,6.685082872928176,6.1602209944751385,22.784530386740332,4.3646408839779,194.34069981583795,10.248618784530386,82.51012891344384,4.640883977900552,302.0865561694291
11,18,0.0,0.0,24.705882352941178,70.6470588235294,0.0,68.11764705882354,0.0,564.4117647058823,0.0,0.0,42.11764705882353,0.0,129.11764705882354,0.0,66.2235294117647,0.0,471.4823529411765
12,19,0.5060240963855421,0.0,0.0,90.0,0.0,172.04819277108433,0.0,507.4698795180723,10.120481927710843,0.0,17.710843373493976,0.0,311.73493975903614,0.0,62.65060240963855,0.0,267.7590361445783
13,20,51.111111111111114,0.0,117.09401709401709,57.05128205128205,0.0,62.56410256410256,0.0,551.9316239316239,2.735042735042735,14.35897435897436,19.871794871794872,0.0,279.008547008547,26.666666666666668,97.53846153846153,6.837606837606837,153.23076923076923
14,21,65.88235294117646,9.313725490196079,29.80392156862745,30.0,0.0,189.41176470588235,0.0,497.6470588235294,0.0,0.0,53.333333333333336,0.0,214.4313725490196,0.0,71.86274509803921,0.0,240.66666666666666
15,22,13.02127659574468,0.0,0.0,40.53191489361702,0.0,56.680851063829785,0.0,839.5531914893617,0.0,0.0,90.38297872340425,0.0,137.87234042553192,0.0,79.63829787234043,0.0,182.31914893617022
16,24,48.25714285714286,9.885714285714286,0.0,60.6,0.0,160.0857142857143,0.0,593.9428571428572,1.7142857142857142,5.142857142857143,43.142857142857146,19.02857142857143,210.18857142857144,0.0,121.24,0.0,158.2
17,25,29.25609756097561,0.0,79.02439024390245,90.98170731707317,0.0,43.91463414634146,0.0,578.9634146341464,4.7560975609756095,0.0,2.7439024390243905,0.0,84.38414634146342,43.292682926829265,78.6829268292683,0.0,401.5609756097561
18,26,37.94420600858369,6.866952789699571,36.05150214592275,65.31330472103004,0.0,135.21030042918454,0.0,537.6523605150214,2.832618025751073,1.9957081545064377,22.01716738197425,6.952789699570816,255.94420600858368,17.93991416309013,72.5922746781116,8.49785407725322,216.931330472103
19,27,41.964285714285715,42.26190476190476,0.0,46.25,0.0,39.107142857142854,0.0,623.2738095238095,10.178571428571429,0.0,40.17857142857143,0.0,188.45238095238096,0.0,70.71428571428571,0.0,293.57142857142856
20,28,17.717391304347824,1.0869565217391304,0.0,49.23913043478261,0.0,130.32608695652175,0.0,784.4565217391304,0.0,0.0,144.7826086956522,0.0,231.34782608695653,0.0,49.08695652173913,0.0,0.0
21,29,1.8617021276595744,1.053191489361702,171.20212765957447,72.13829787234043,0.0,35.861702127659576,0.0,592.9574468085107,12.287234042553191,21.06382978723404,38.52127659574468,26.06382978723404,240.4255319148936,0.0,105.7127659574468,3.5106382978723403,117.34042553191489
22,30,0.0,0.0,225.0,60.0,0.0,0.0,0.0,660.0,10.0,0.0,0.0,0.0,310.0,0.0,85.0,90.0,0.0
23,31,38.0,7.078125,36.5625,56.25,0.0,73.28125,0.0,529.40625,0.0,1.5,0.0,0.0,160.109375,43.8125,64.0625,0.0,429.9375
24,32,23.20855614973262,20.21390374331551,0.0,85.4812834224599,0.0,149.6524064171123,0.0,560.0748663101605,0.9625668449197861,0.0,32.93582887700535,0.9090909090909091,237.16042780748663,17.967914438502675,58.283422459893046,0.0,245.02139037433156
25,33,0.0,19.45945945945946,0.0,57.972972972972975,0.0,54.729729729729726,0.0,595.1351351351351,0.0,29.18918918918919,0.0,0.0,271.7567567567568,0.0,33.648648648648646,0.0,353.5135135135135
26,34,85.05787037037037,0.0,4.861111111111111,58.66898148148148,0.0,162.5625,1.5625,554.0972222222222,5.9375,0.4861111111111111,39.29398148148148,11.828703703703704,193.26388888888889,0.0,78.32870370370371,9.305555555555555,232.5462962962963
27,35,21.907235621521338,5.009276437847866,0.0,59.00742115027829,0.0,119.82931354359926,0.0,542.5287569573284,0.8905380333951762,5.743970315398887,40.04452690166976,6.9851576994434135,260.0333951762523,35.083487940630796,104.9090909090909,5.009276437847866,226.07977736549165
28,36,29.59254143646409,0.09944751381215469,18.712707182320443,92.56629834254143,0.0,102.5,7.6035911602209945,558.067679558011,7.810773480662983,3.9709944751381214,19.534530386740332,5.994475138121547,214.11740331491714,14.647790055248619,101.7486187845304,0.0,262.2389502762431
29,37,39.285714285714285,0.0,0.0,86.19047619047619,0.0,35.0,0.0,667.2857142857143,1.4285714285714286,13.357142857142858,31.726190476190474,2.0,310.76190476190476,0.0,148.20238095238096,0.0,103.97619047619048
30,39,4.958677685950414,0.0,48.34710743801653,58.96694214876033,0.0,80.99173553719008,0.0,474.8347107438017,1.0743801652892562,0.9917355371900827,31.760330578512395,0.0,201.8595041322314,11.15702479338843,123.18181818181819,0.0,401.87603305785126
31,40,0.0,0.0,73.17073170731707,47.68292682926829,0.0,36.58536585365854,0.0,468.780487804878,19.51219512195122,0.0,0.0,0.0,298.0487804878049,0.0,32.4390243902439,0.0,463.780487804878
32,41,15.714285714285714,0.0,0.0,86.25,0.0,64.82142857142857,0.0,564.1071428571429,1.3392857142857142,0.0,35.357142857142854,0.0,241.60714285714286,78.75,92.76785714285714,0.0,235.71428571428572
33,42,37.68396226415094,0.0,0.0,44.971698113207545,0.9198113207547169,103.7122641509434,0.0,580.8254716981132,0.0,0.0,8.443396226415095,9.056603773584905,194.12264150943398,3.8207547169811322,104.58018867924528,1.0613207547169812,345.49528301886795
34,44,8.892307692307693,0.0,0.0,84.92307692307692,0.0,150.92307692307693,0.0,606.7692307692307,0.0,0.0,12.461538461538462,34.89230769230769,306.6,0.0,133.92307692307693,0.0,100.61538461538461
